Temperature_C,Humidity_pct,Soil_Moisture_pct,Rainfall_24h_mm,Forecast_Rainfall_mm,Crop_Type,Growth_Stage,Solar_Radiation_MJ,Evapotranspiration_mm,Irrigation_Action
21.45,82.67,59.28,0.0,1.9,Soybean,Vegetative,11.3,1.9,0
21.7,53.17,56.15,0.21,0.0,Rice,Seedling,12.92,3.59,1
26.62,71.06,44.19,2.24,0.0,Corn,Flowering,8.58,2.11,0
14.86,56.37,85.36,0.0,0.0,Soybean,Vegetative,21.33,4.73,0
15.15,73.86,100.0,0.39,0.0,Soybean,Fruiting,14.65,2.54,1
19.97,36.43,49.88,0.54,0.4,Corn,Flowering,7.34,2.27,0
23.51,35.32,54.88,2.55,0.21,Wheat,Flowering,8.93,3.05,0
27.18,54.13,48.86,0.11,0.0,Soybean,Seedling,10.56,3.31,0
35.33,46.67,67.85,0.0,0.0,Soybean,Flowering,21.29,8.5,0
31.0,52.25,62.03,0.0,0.0,Wheat,Fruiting,15.7,5.45,0
23.88,56.71,28.57,0.0,0.0,Corn,Vegetative,14.01,3.95,1
24.87,70.8,39.97,0.0,0.0,Soybean,Fruiting,11.3,2.68,0
17.98,53.89,32.1,0.0,0.0,Wheat,Vegetative,15.06,3.76,0
24.87,47.64,92.59,0.97,1.63,Corn,Seedling,11.89,3.78,0
22.98,54.73,62.66,0.0,1.3,Corn,Fruiting,21.69,6.12,0
27.26,48.46,34.65,0.0,0.0,Tomato,Flowering,15.78,5.25,1
19.21,45.99,36.58,0.0,2.38,Soybean,Seedling,9.85,2.76,1
28.64,35.8,59.45,0.0,0.0,Soybean,Seedling,11.45,4.38,0
35.73,61.04,62.94,8.38,3.19,Wheat,Flowering,23.38,8.04,0
24.24,51.47,64.64,0.0,0.76,Wheat,Fruiting,13.97,4.21,0
27.81,74.49,42.98,3.23,0.0,Tomato,Fruiting,22.72,5.38,0
29.83,38.29,49.36,0.0,0.0,Wheat,Flowering,16.1,6.2,0
22.19,51.87,52.0,1.25,0.99,Tomato,Fruiting,17.18,4.9,0
26.57,87.19,35.93,0.0,0.0,Rice,Fruiting,12.31,2.01,2
25.09,45.91,28.61,0.0,0.0,Tomato,Vegetative,19.05,6.18,2
25.68,56.45,57.19,5.04,0.0,Rice,Fruiting,9.01,2.66,1
19.59,41.76,52.99,0.0,0.0,Tomato,Flowering,11.27,3.31,1
25.17,39.77,56.94,0.0,0.0,Rice,Flowering,16.75,5.75,1
28.49,83.21,68.72,0.0,6.1,Soybean,Vegetative,13.54,2.64,0
35.16,62.57,75.42,2.54,0.0,Tomato,Fruiting,15.18,5.06,1
31.71,62.01,31.53,0.0,0.0,Corn,Fruiting,17.66,5.54,1
40.07,34.56,49.98,0.39,0.0,Tomato,Vegetative,14.81,7.13,1
19.63,65.38,68.75,0.0,0.0,Wheat,Seedling,15.44,3.5,1
31.11,77.36,44.18,0.0,0.0,Soybean,Fruiting,24.23,5.8,1
26.28,77.24,55.24,0.0,0.0,Soybean,Seedling,5.02,1.09,1
40.33,70.02,38.61,0.0,0.0,Wheat,Seedling,12.57,4.12,0
19.34,43.06,91.61,0.0,0.0,Wheat,Fruiting,14.06,4.05,0
19.12,64.7,55.98,0.0,1.07,Rice,Flowering,19.72,4.45,0
20.8,70.01,63.13,0.0,0.0,Soybean,Seedling,18.8,4.09,0
10.13,33.08,46.77,0.0,0.0,Rice,Flowering,2.48,0.58,1
21.32,43.18,38.88,0.0,0.0,Soybean,Fruiting,20.59,6.25,1
19.69,73.32,29.28,0.0,0.91,Corn,Vegetative,15.53,3.09,2
26.05,73.14,74.1,0.2,0.0,Soybean,Seedling,18.64,4.36,0
27.39,36.77,59.53,0.0,2.11,Soybean,Vegetative,12.3,4.55,1
38.13,71.93,39.8,0.0,0.0,Corn,Seedling,18.06,5.51,1
31.65,61.43,28.95,0.0,0.0,Corn,Flowering,17.05,5.39,2
20.96,71.72,57.96,0.0,0.0,Corn,Fruiting,14.43,3.06,0
18.71,50.48,41.29,0.0,0.0,Corn,Fruiting,23.15,6.12,1
28.44,69.68,45.77,0.0,0.0,Tomato,Fruiting,26.54,6.95,1
15.76,72.66,31.88,0.0,0.0,Tomato,Seedling,14.78,2.67,2
37.82,54.73,46.88,0.0,0.0,Soybean,Flowering,6.89,2.65,0
33.26,60.27,50.67,0.0,0.0,Tomato,Fruiting,17.63,5.83,2
21.72,50.27,71.59,0.0,0.0,Corn,Vegetative,11.25,3.23,0
13.01,84.77,57.94,0.0,1.96,Corn,Seedling,16.65,2.06,2
34.48,58.2,38.23,0.0,0.0,Tomato,Vegetative,17.25,6.0,2
24.2,46.17,16.5,0.0,0.0,Tomato,Fruiting,15.84,5.02,2
33.66,49.26,65.54,2.44,0.0,Tomato,Seedling,9.86,3.72,0
13.84,61.9,73.82,1.38,0.0,Tomato,Flowering,7.81,1.57,0
20.8,71.3,54.93,6.34,0.0,Wheat,Vegetative,9.51,2.02,0
25.04,39.96,19.39,0.0,1.32,Wheat,Flowering,14.51,4.95,1
25.33,87.71,31.09,0.0,5.17,Soybean,Flowering,22.19,3.45,1
21.85,64.63,41.56,0.0,0.0,Tomato,Flowering,13.5,3.28,2
29.36,67.0,68.52,0.0,0.0,Wheat,Seedling,20.52,5.72,0
17.53,58.54,59.25,0.0,0.0,Wheat,Seedling,5.32,1.25,0
24.0,60.29,20.69,0.0,0.0,Soybean,Seedling,17.39,4.71,2
25.84,57.78,57.22,0.0,6.07,Wheat,Flowering,23.16,6.76,1
28.6,75.27,34.47,0.01,0.0,Tomato,Fruiting,10.55,2.51,2
29.98,59.88,37.04,0.0,0.0,Soybean,Seedling,14.14,4.4,0
17.13,71.51,75.67,0.76,2.96,Soybean,Fruiting,15.71,3.01,0
14.26,53.49,69.38,0.0,0.0,Soybean,Fruiting,18.6,4.18,0
33.94,62.93,67.98,0.0,0.3,Corn,Fruiting,9.38,3.04,0
27.33,47.94,45.96,9.16,0.0,Wheat,Vegetative,8.86,2.97,0
19.76,78.25,73.93,3.5,0.0,Soybean,Vegetative,18.44,3.32,0
35.86,47.49,30.35,1.7,0.14,Wheat,Flowering,17.64,7.05,1
25.81,55.13,43.47,2.96,3.25,Corn,Fruiting,10.19,3.06,1
33.26,55.28,38.4,0.0,0.0,Corn,Fruiting,18.13,6.37,1
25.47,54.69,49.18,0.0,0.0,Soybean,Fruiting,14.35,4.3,0
39.43,70.84,19.23,0.0,0.0,Soybean,Fruiting,10.51,3.34,1
37.29,55.25,38.41,2.55,0.0,Tomato,Fruiting,10.87,4.12,1
23.26,80.91,84.09,0.0,0.0,Soybean,Fruiting,13.5,2.49,0
31.8,47.72,22.29,0.0,0.32,Rice,Fruiting,29.23,10.78,2
29.52,62.54,21.66,0.0,0.0,Wheat,Vegetative,16.08,4.79,0
34.58,48.36,17.91,6.26,5.68,Soybean,Seedling,10.91,4.22,2
18.25,66.31,99.64,0.0,0.86,Tomato,Vegetative,11.04,2.37,0
29.8,59.76,56.85,0.0,0.0,Corn,Vegetative,18.13,5.63,0
32.41,57.67,40.43,0.0,0.11,Corn,Vegetative,14.64,4.92,0
12.69,77.83,61.09,0.0,4.49,Rice,Fruiting,14.8,2.18,0
16.72,50.18,56.73,0.0,0.0,Soybean,Seedling,12.77,3.2,0
10.73,68.8,46.09,0.0,0.0,Rice,Seedling,9.0,1.47,1
23.11,48.47,38.29,1.76,1.86,Tomato,Flowering,15.47,4.67,1
30.02,61.69,44.67,0.0,0.0,Wheat,Seedling,25.38,7.73,1
35.52,42.07,26.66,0.0,0.73,Tomato,Fruiting,14.43,6.02,1
25.52,50.06,39.81,3.24,2.05,Rice,Vegetative,14.53,4.58,2
36.4,58.77,51.12,0.0,2.31,Rice,Fruiting,18.04,6.46,1
15.34,87.22,40.33,1.48,0.0,Corn,Flowering,14.97,1.82,0
13.08,61.51,100.0,0.0,2.51,Tomato,Flowering,10.61,2.09,0
24.61,84.82,70.22,0.0,0.0,Wheat,Fruiting,12.64,2.15,1
27.69,63.3,23.92,0.0,1.8,Corn,Flowering,12.29,3.48,0
24.77,54.19,3.95,0.0,0.0,Wheat,Seedling,19.16,5.68,2
10.53,83.09,48.1,0.0,1.15,Soybean,Fruiting,11.91,1.43,0
24.38,66.56,65.31,0.0,0.0,Rice,Fruiting,9.19,2.31,2
15.87,50.36,62.45,0.0,0.0,Wheat,Fruiting,20.72,5.05,0
29.69,67.06,46.85,0.0,0.0,Tomato,Vegetative,19.32,5.42,0
27.57,55.61,35.81,0.0,0.33,Corn,Flowering,16.5,5.13,0
18.42,30.16,29.24,0.0,0.0,Rice,Fruiting,11.53,3.59,2
21.4,74.04,46.55,0.0,0.59,Corn,Fruiting,2.55,0.52,0
17.59,76.42,36.74,0.0,0.0,Soybean,Seedling,26.13,4.62,0
24.56,87.57,47.76,0.0,0.0,Corn,Vegetative,26.6,4.09,0
31.69,66.33,74.54,0.0,0.0,Wheat,Flowering,15.73,4.65,0
18.1,56.27,37.28,0.0,0.0,Corn,Flowering,15.82,3.86,1
28.53,72.52,62.96,0.0,0.0,Corn,Seedling,11.08,2.77,0
21.29,72.75,69.67,2.01,0.0,Soybean,Seedling,3.51,0.74,0
19.45,84.57,36.1,1.14,0.3,Wheat,Fruiting,13.76,2.07,0
24.25,59.33,33.37,0.41,0.0,Corn,Seedling,4.63,1.28,1
17.75,57.52,74.51,1.48,0.0,Soybean,Vegetative,18.93,4.51,0
21.12,49.27,31.28,0.0,0.0,Corn,Vegetative,16.72,4.77,1
16.61,68.06,54.66,0.0,0.0,Wheat,Fruiting,10.84,2.17,0
38.75,36.78,79.28,0.92,0.0,Tomato,Fruiting,19.05,8.81,0
25.25,71.64,71.8,0.0,0.0,Corn,Fruiting,20.83,4.91,0
20.1,68.82,55.92,0.0,3.57,Corn,Fruiting,15.07,3.28,0
26.5,68.78,67.82,0.0,5.48,Tomato,Seedling,13.84,3.52,0
24.21,62.07,49.69,0.0,0.0,Tomato,Flowering,14.65,3.9,0
23.45,82.99,75.74,0.0,0.0,Tomato,Flowering,23.94,4.19,0
29.3,73.08,9.54,2.16,0.79,Corn,Seedling,15.39,3.87,2
30.3,50.89,42.74,0.06,0.0,Tomato,Vegetative,17.9,6.2,0
21.29,51.16,8.36,0.0,0.0,Corn,Seedling,24.72,6.94,2
20.97,46.8,52.6,5.09,2.46,Corn,Flowering,10.14,2.95,0
23.07,68.27,47.89,1.82,0.0,Rice,Flowering,2.0,0.5,2
8.89,45.0,82.27,0.0,0.0,Wheat,Fruiting,15.48,3.15,0
14.39,76.25,72.79,0.0,0.92,Wheat,Vegetative,18.45,2.98,0
34.57,79.84,38.66,0.0,1.48,Corn,Flowering,10.74,2.6,0
36.51,46.81,33.48,0.0,0.0,Tomato,Flowering,17.55,7.15,2
23.26,57.22,57.93,0.0,4.09,Corn,Vegetative,21.53,5.95,0
29.04,60.25,36.58,0.0,0.99,Wheat,Seedling,6.22,1.89,0
27.18,73.26,50.92,0.86,3.2,Wheat,Vegetative,9.92,2.37,0
45.0,84.14,71.16,0.34,0.0,Soybean,Fruiting,16.88,4.34,0
32.84,34.72,24.44,3.33,0.0,Corn,Seedling,10.13,4.26,1
24.1,55.23,40.54,0.04,0.0,Tomato,Vegetative,12.64,3.65,0
18.31,56.01,46.4,0.82,1.59,Corn,Flowering,16.71,4.12,0
13.75,38.99,96.42,0.0,0.0,Tomato,Fruiting,9.05,2.3,0
26.42,52.72,60.0,0.0,0.0,Tomato,Fruiting,5.58,1.74,0
19.71,66.42,76.57,0.0,0.0,Wheat,Vegetative,12.5,2.8,0
15.04,55.82,69.5,1.36,2.04,Soybean,Flowering,16.31,3.66,0
20.47,36.83,64.34,0.0,0.19,Wheat,Fruiting,18.79,5.88,0
17.43,100.0,71.26,0.0,0.0,Corn,Vegetative,8.6,0.5,0
36.81,63.99,52.2,0.0,1.36,Rice,Vegetative,10.52,3.55,0
31.17,61.68,18.23,0.0,0.0,Rice,Seedling,18.75,5.85,2
24.94,43.53,53.89,0.0,0.9,Tomato,Flowering,8.99,2.97,0
35.36,63.91,43.44,0.0,0.0,Wheat,Flowering,10.16,3.34,0
25.54,57.54,60.15,0.0,0.0,Rice,Fruiting,22.18,6.44,2
18.97,31.67,45.93,0.0,0.0,Soybean,Fruiting,12.83,4.01,0
35.66,43.95,56.72,0.21,1.08,Corn,Seedling,9.24,3.81,0
28.77,71.92,69.3,2.52,1.82,Tomato,Vegetative,15.71,3.99,0
17.74,89.16,14.46,0.0,0.0,Corn,Seedling,18.02,2.17,2
23.67,65.51,43.09,0.0,0.0,Tomato,Seedling,17.31,4.34,0
18.87,76.55,19.23,0.89,2.35,Wheat,Vegetative,14.47,2.64,0
15.32,57.66,59.15,0.0,0.0,Rice,Seedling,11.0,2.44,0
31.48,58.7,40.48,0.0,0.0,Tomato,Vegetative,23.16,7.55,1
38.37,76.36,73.71,0.0,0.26,Tomato,Flowering,20.17,5.66,0
15.21,84.94,64.03,0.0,0.0,Wheat,Vegetative,11.77,1.55,0
28.94,79.52,42.22,0.0,0.0,Soybean,Flowering,14.93,3.25,0
20.45,44.0,67.85,0.0,0.0,Corn,Fruiting,10.88,3.2,0
21.59,59.0,45.14,0.0,8.81,Rice,Flowering,15.92,4.13,0
20.85,64.16,42.95,0.06,0.0,Corn,Flowering,15.71,3.74,0
18.95,56.1,60.12,0.0,0.0,Rice,Flowering,16.67,4.18,0
25.34,65.82,83.25,0.0,0.0,Soybean,Seedling,22.19,5.76,0
19.18,72.31,72.44,1.36,0.0,Wheat,Seedling,18.61,3.73,0
26.89,75.04,63.4,0.75,0.29,Tomato,Seedling,11.07,2.54,0
24.65,85.29,100.0,0.0,0.0,Rice,Flowering,9.54,1.6,0
23.33,55.06,35.2,0.0,0.0,Wheat,Flowering,16.38,4.65,0
18.65,39.54,33.99,0.47,0.0,Rice,Flowering,18.54,5.4,2
20.96,65.37,56.0,4.33,0.0,Rice,Fruiting,25.98,6.1,1
30.29,88.26,83.31,0.0,4.93,Tomato,Vegetative,8.29,1.41,0
28.51,52.85,27.98,0.0,0.87,Wheat,Fruiting,19.36,6.33,1
18.16,70.3,90.57,0.81,0.0,Corn,Vegetative,12.5,2.52,0
25.7,70.44,22.96,0.0,0.0,Tomato,Seedling,23.79,5.79,2
30.26,62.87,45.52,2.31,0.0,Corn,Flowering,13.15,3.96,0
13.31,60.1,59.33,1.26,0.0,Corn,Vegetative,20.89,4.22,0
28.8,46.15,27.68,0.0,0.0,Tomato,Flowering,27.57,9.7,2
20.36,25.78,33.05,0.39,0.0,Soybean,Flowering,17.45,5.9,1
28.99,43.32,60.6,0.25,0.32,Soybean,Seedling,11.25,4.08,0
19.66,54.15,80.33,0.0,0.0,Tomato,Flowering,12.01,3.13,1
12.37,76.46,17.32,0.0,0.0,Soybean,Flowering,10.24,1.54,2
13.61,58.45,58.99,0.0,0.19,Tomato,Seedling,11.7,2.44,0
25.34,52.21,46.01,0.0,0.0,Rice,Fruiting,11.44,3.51,1
26.82,46.64,48.57,0.0,0.0,Wheat,Seedling,27.07,9.08,0
18.67,69.85,48.8,3.01,0.0,Tomato,Flowering,11.12,2.29,0
29.47,80.38,26.03,0.0,0.0,Wheat,Fruiting,15.74,3.39,1
13.37,75.95,89.85,0.37,0.0,Rice,Fruiting,17.17,2.7,0
24.54,69.09,75.24,0.0,0.0,Rice,Seedling,17.0,4.12,0
16.52,37.87,47.73,0.0,0.0,Soybean,Flowering,24.11,6.71,2
20.44,54.72,41.46,0.0,0.0,Corn,Fruiting,7.75,2.05,0
25.33,89.21,43.49,0.0,4.58,Soybean,Fruiting,8.58,1.25,0
18.98,76.83,11.38,0.0,1.36,Wheat,Fruiting,10.39,1.89,1
22.31,36.94,53.81,1.14,0.0,Soybean,Flowering,22.17,7.26,0
32.04,59.17,61.92,0.0,0.0,Corn,Seedling,17.7,5.8,0
20.96,65.45,55.87,1.48,0.0,Rice,Vegetative,24.83,5.82,1
30.85,48.57,43.06,0.0,0.0,Soybean,Fruiting,5.44,1.95,0
17.09,25.36,49.69,1.95,2.97,Wheat,Flowering,18.04,5.59,0
28.71,61.48,31.38,0.0,0.0,Tomato,Flowering,17.32,5.14,1
35.09,48.18,32.6,0.0,0.0,Rice,Vegetative,6.83,2.67,2
7.7,48.24,52.97,0.0,0.0,Soybean,Flowering,17.25,3.25,0
19.42,54.68,65.66,0.0,0.0,Wheat,Vegetative,17.46,4.5,0
29.04,57.99,75.16,0.0,0.0,Corn,Vegetative,11.77,3.68,0
23.58,59.86,46.1,0.0,1.21,Wheat,Vegetative,17.63,4.75,0
27.6,46.74,25.15,0.0,0.0,Wheat,Vegetative,9.55,3.25,1
20.77,56.7,52.17,2.29,0.0,Rice,Seedling,18.67,4.87,1
25.61,33.64,84.65,0.0,0.0,Rice,Flowering,20.94,7.62,0
23.91,64.67,32.32,0.0,0.0,Tomato,Fruiting,10.82,2.76,1
33.17,20.0,55.63,6.24,0.0,Soybean,Seedling,19.63,9.21,0
26.78,55.66,74.96,0.0,0.0,Soybean,Seedling,7.7,2.35,0
27.36,73.79,44.38,0.36,0.0,Wheat,Vegetative,15.59,3.71,0
22.12,44.11,34.25,0.0,0.0,Soybean,Flowering,15.22,4.67,1
21.59,70.75,65.36,1.35,0.0,Rice,Seedling,13.23,2.9,0
21.97,77.34,62.05,0.0,0.0,Rice,Flowering,13.12,2.56,0
27.76,20.0,54.51,0.0,0.0,Soybean,Flowering,23.23,9.74,0
22.05,57.73,92.49,2.06,0.0,Corn,Vegetative,2.11,0.56,0
27.03,20.0,44.33,0.0,3.92,Soybean,Vegetative,22.77,9.39,0
39.53,58.23,18.54,0.0,0.0,Wheat,Fruiting,8.47,3.23,0
31.1,59.89,48.26,0.0,0.0,Rice,Fruiting,23.54,7.5,1
22.72,22.76,48.52,2.43,0.0,Tomato,Vegetative,20.06,7.35,0
33.41,88.87,76.91,0.04,0.01,Rice,Vegetative,16.99,2.99,0
22.14,64.29,48.35,1.16,1.22,Tomato,Flowering,21.08,5.18,0
10.73,47.26,46.41,1.43,0.0,Soybean,Vegetative,12.62,2.69,0
17.94,81.98,30.5,0.0,0.0,Wheat,Vegetative,17.73,2.77,0
11.9,33.07,62.11,0.0,0.0,Wheat,Seedling,14.35,3.59,1
22.54,41.56,92.54,0.0,0.83,Wheat,Flowering,16.61,5.27,0
25.13,25.51,38.59,0.71,0.0,Corn,Fruiting,19.29,7.35,0
36.74,87.02,58.57,0.0,0.24,Soybean,Fruiting,18.01,3.64,0
27.29,64.99,38.9,1.73,0.0,Corn,Seedling,13.06,3.58,1
23.47,69.89,27.12,0.64,0.0,Tomato,Flowering,15.5,3.61,2
30.81,64.52,56.68,0.0,0.0,Corn,Flowering,14.38,4.28,0
9.52,68.61,60.02,1.08,0.0,Wheat,Seedling,11.78,1.86,0
26.65,61.17,4.41,0.0,0.0,Rice,Vegetative,20.22,5.76,2
30.4,64.06,80.32,0.23,0.0,Wheat,Vegetative,21.55,6.41,2
14.65,61.61,63.82,0.0,0.0,Soybean,Flowering,26.83,5.55,0
33.01,50.87,45.65,0.0,0.91,Soybean,Vegetative,11.37,4.16,0
27.37,59.3,40.24,0.0,0.0,Wheat,Flowering,20.41,6.05,0
22.09,64.1,60.38,0.87,2.03,Wheat,Seedling,16.91,4.16,0
29.43,61.66,57.14,3.63,0.19,Soybean,Vegetative,13.66,4.11,0
40.89,37.83,45.65,0.0,0.0,Corn,Vegetative,19.39,9.23,0
26.27,39.83,66.69,0.0,0.0,Corn,Flowering,15.31,5.38,0
26.74,76.24,78.29,0.0,0.78,Soybean,Seedling,14.57,3.25,0
21.78,55.4,90.8,0.0,0.0,Wheat,Fruiting,14.74,4.01,0
19.05,68.77,37.99,0.65,2.63,Wheat,Vegetative,11.48,2.43,0
30.81,43.62,32.35,0.48,0.0,Soybean,Vegetative,21.34,8.01,1
19.01,37.9,55.8,1.09,0.0,Soybean,Vegetative,15.8,4.71,0
25.5,47.35,31.64,0.0,0.0,Corn,Seedling,18.95,6.12,1
21.66,56.66,38.64,0.0,0.86,Soybean,Seedling,23.05,6.16,1
28.35,50.02,55.83,0.0,0.0,Wheat,Flowering,10.53,3.54,0
27.34,79.41,70.73,0.0,2.55,Wheat,Vegetative,27.51,5.8,0
32.26,62.69,72.43,0.0,0.0,Soybean,Flowering,15.49,4.87,0
21.43,87.73,53.48,0.0,0.0,Tomato,Flowering,17.21,2.43,0
23.11,66.07,61.42,0.0,3.96,Wheat,Vegetative,18.95,4.65,0
18.15,23.81,51.04,1.77,0.0,Corn,Fruiting,10.52,3.4,0
21.89,75.84,55.08,0.0,0.0,Tomato,Fruiting,10.98,2.2,0
27.64,37.36,27.83,0.0,0.0,Tomato,Seedling,13.73,5.08,1
30.3,63.46,29.18,0.0,0.0,Rice,Flowering,15.62,4.67,2
18.54,48.38,64.24,0.0,0.0,Tomato,Seedling,10.97,2.95,0
31.09,92.14,36.73,1.61,0.0,Soybean,Vegetative,8.11,1.14,1
34.49,81.59,14.04,1.99,0.0,Rice,Flowering,20.78,4.79,2
27.89,48.87,45.69,0.0,0.0,Corn,Vegetative,9.53,3.2,0
38.14,58.09,72.15,0.0,0.0,Tomato,Seedling,19.57,7.29,0
19.58,63.67,8.44,0.0,0.0,Rice,Flowering,9.05,2.1,2
16.29,72.95,51.18,0.89,0.0,Wheat,Seedling,11.6,2.12,0
12.55,60.44,69.82,1.45,0.26,Tomato,Flowering,14.12,2.77,0
35.47,44.63,5.22,0.0,0.0,Rice,Vegetative,26.42,10.77,2
29.58,49.24,41.29,0.04,0.0,Wheat,Vegetative,15.95,5.54,1
24.61,59.93,27.39,4.18,0.0,Rice,Flowering,16.34,4.51,2
26.96,78.52,32.58,0.0,0.0,Wheat,Seedling,14.31,3.05,0
17.12,66.42,47.17,1.75,0.0,Soybean,Fruiting,10.57,2.2,0
42.12,48.4,16.66,4.29,0.0,Wheat,Vegetative,18.41,8.15,2
25.9,69.73,27.37,0.5,0.0,Tomato,Flowering,15.15,3.75,2
25.77,54.2,47.27,0.0,1.18,Tomato,Vegetative,22.03,6.68,1
30.08,73.36,94.67,0.95,0.0,Tomato,Fruiting,9.25,2.35,0
28.37,97.91,71.05,0.0,0.0,Tomato,Vegetative,21.71,1.49,0
26.57,54.62,68.35,0.0,1.4,Corn,Vegetative,16.16,4.97,0
19.47,72.02,71.12,0.0,3.11,Tomato,Flowering,11.06,2.24,0
28.3,48.82,32.16,0.0,0.0,Tomato,Flowering,16.53,5.61,2
38.17,58.32,49.29,0.0,0.0,Rice,Vegetative,10.92,4.06,1
34.42,60.44,67.33,0.0,0.0,Corn,Vegetative,20.98,7.09,0
36.15,57.09,60.41,4.46,3.59,Corn,Vegetative,14.43,5.24,2
21.42,96.95,63.07,0.0,0.0,Tomato,Vegetative,10.99,0.78,0
18.07,55.4,62.94,0.0,4.86,Rice,Fruiting,12.23,3.01,0
24.12,68.8,97.2,0.0,0.0,Rice,Seedling,11.06,2.66,0
25.39,31.05,60.8,0.0,0.96,Wheat,Flowering,22.69,8.37,0
32.66,66.48,41.16,0.51,0.0,Rice,Vegetative,9.36,2.81,2
13.15,77.13,57.87,0.0,0.0,Rice,Vegetative,14.66,2.23,0
35.71,52.09,21.98,0.0,0.52,Wheat,Vegetative,16.29,6.2,1
23.89,22.35,88.02,0.17,2.31,Rice,Fruiting,12.8,4.84,0
22.01,59.42,83.46,0.0,0.0,Wheat,Vegetative,8.26,2.15,0
17.92,60.26,55.26,0.0,0.0,Rice,Fruiting,25.47,5.9,1
13.42,70.86,100.0,8.02,2.39,Tomato,Fruiting,13.37,2.32,0
30.76,90.16,65.8,0.0,0.0,Corn,Vegetative,8.44,1.32,0
25.51,54.3,39.99,0.0,0.0,Corn,Flowering,11.11,3.35,1
15.97,47.16,70.08,0.0,0.0,Tomato,Seedling,15.6,3.94,0
15.93,42.5,59.0,0.0,0.0,Rice,Vegetative,14.13,3.72,0
22.65,62.97,68.53,0.0,0.0,Tomato,Seedling,7.99,2.02,0
36.68,67.19,18.21,0.0,0.0,Corn,Vegetative,16.52,5.3,2
23.18,51.82,33.07,2.08,0.0,Corn,Flowering,9.15,2.68,0
14.48,71.68,87.37,0.0,0.0,Tomato,Seedling,18.87,3.33,0
23.28,66.98,86.12,0.0,0.0,Rice,Vegetative,16.94,4.11,0
23.09,60.65,79.39,3.43,0.0,Corn,Fruiting,13.5,3.56,0
6.12,46.46,100.0,0.0,0.0,Tomato,Vegetative,30.0,5.4,0
24.62,52.77,60.29,0.0,0.0,Corn,Flowering,12.18,3.65,0
23.38,23.55,53.66,0.44,1.4,Tomato,Flowering,14.4,5.33,0
29.87,63.54,30.01,0.0,0.0,Corn,Vegetative,22.82,6.76,1
37.94,60.4,32.0,0.0,0.0,Tomato,Flowering,18.98,6.85,2
32.89,62.83,6.86,0.0,0.0,Soybean,Fruiting,10.51,3.34,2
23.12,67.56,46.02,0.0,0.0,Rice,Fruiting,16.93,4.06,1
17.25,65.79,13.86,0.0,0.0,Corn,Vegetative,20.02,4.22,2
43.01,58.34,62.28,0.0,0.0,Rice,Fruiting,2.0,0.81,1
25.41,60.73,57.71,1.62,0.0,Soybean,Seedling,13.03,3.63,0
25.1,38.94,5.21,0.0,3.92,Soybean,Seedling,24.12,8.32,2
24.83,51.24,44.54,0.0,0.0,Soybean,Seedling,11.58,3.54,0
26.39,60.76,88.81,4.63,1.02,Rice,Fruiting,22.42,6.38,0
23.99,48.96,45.78,0.0,0.0,Corn,Seedling,11.23,3.45,0
20.98,72.9,34.62,0.0,4.91,Corn,Flowering,16.08,3.34,0
21.17,50.12,14.23,0.0,0.51,Rice,Vegetative,15.41,4.36,2
24.77,63.24,15.65,1.86,0.0,Wheat,Vegetative,11.35,3.01,1
21.2,61.75,62.96,0.0,0.0,Tomato,Seedling,6.23,1.55,0
20.01,71.19,46.06,0.0,0.0,Corn,Fruiting,19.13,3.99,0
25.75,73.51,45.31,1.01,0.71,Soybean,Vegetative,12.05,2.78,0
23.22,70.41,44.38,0.0,0.0,Rice,Vegetative,25.16,5.77,1
35.53,28.41,35.61,3.95,0.94,Corn,Flowering,13.54,6.28,1
6.44,77.91,38.32,1.07,0.0,Soybean,Vegetative,14.31,1.68,0
32.64,82.91,57.08,2.96,3.22,Soybean,Fruiting,17.36,3.72,1
33.72,52.77,15.74,0.0,0.25,Soybean,Seedling,11.21,4.08,2
10.49,63.55,42.85,0.0,0.0,Corn,Flowering,14.84,2.61,0
22.6,46.64,68.74,0.34,1.92,Corn,Flowering,6.78,2.06,2
22.4,30.77,52.98,0.0,0.0,Rice,Seedling,19.45,6.69,0
15.15,48.92,66.42,0.0,0.0,Rice,Seedling,7.24,1.75,0
19.56,51.9,94.11,0.0,0.0,Rice,Vegetative,19.36,5.16,0
17.23,54.68,51.63,0.0,0.0,Wheat,Fruiting,13.36,3.24,0
37.27,45.62,41.42,0.0,3.91,Corn,Seedling,11.68,4.88,0
31.55,49.0,39.24,0.0,0.0,Corn,Seedling,12.75,4.62,0
33.9,59.83,36.65,0.0,0.0,Rice,Fruiting,17.28,5.82,2
30.05,48.45,24.95,0.09,0.0,Wheat,Vegetative,17.11,6.05,1
17.1,68.15,57.26,0.0,0.0,Corn,Vegetative,12.89,2.61,0
21.33,70.22,60.98,0.0,0.0,Rice,Fruiting,10.85,2.38,0
28.43,95.71,63.64,0.0,0.0,Corn,Seedling,9.02,0.89,0
16.45,76.89,58.94,0.0,0.07,Wheat,Seedling,3.28,0.56,0
29.99,63.65,66.76,0.0,0.0,Tomato,Vegetative,21.2,6.28,0
23.32,50.7,49.57,0.0,0.0,Soybean,Seedling,16.51,4.9,0
22.38,64.41,44.01,1.84,0.0,Rice,Flowering,21.26,5.24,2
29.98,64.9,29.95,0.0,0.0,Soybean,Seedling,19.98,5.82,2
